Time	Node	Interface	Type	Packets	Kilobytes	PacketsRaw	KilobytesRaw
2	8	combined	Drop	0	0	0	0
2	9	combined	Drop	0	0	0	0
2	10	combined	Drop	0	0	0	0
2	11	combined	Drop	0	0	0	0
2	12	combined	Drop	0	0	0	0
2	13	combined	Drop	0	0	0	0
2	14	combined	Drop	0	0	0	0
2	15	combined	Drop	0	0	0	0
2	16	combined	Drop	0	0	0	0
2	17	combined	Drop	0	0	0	0
2	18	combined	Drop	0	0	0	0
2	19	combined	Drop	0	0	0	0
2	20	combined	Drop	0	0	0	0
2	21	combined	Drop	0	0	0	0
2	22	combined	Drop	0	0	0	0
2	23	combined	Drop	0	0	0	0
2	24	combined	Drop	0	0	0	0
2	25	combined	Drop	0	0	0	0
2	26	combined	Drop	0	0	0	0
2	27	combined	Drop	0	0	0	0
2	28	combined	Drop	0	0	0	0
2	29	combined	Drop	0	0	0	0
2.5	0	combined	Drop	0	0	0	0
2.5	1	combined	Drop	0	0	0	0
2.5	2	combined	Drop	0	0	0	0
2.5	3	combined	Drop	0	0	0	0
2.5	4	combined	Drop	0	0	0	0
2.5	5	combined	Drop	0	0	0	0
2.5	6	combined	Drop	0	0	0	0
2.5	7	combined	Drop	0	0	0	0
2.5	8	combined	Drop	0	0	0	0
2.5	9	combined	Drop	0	0	0	0
2.5	10	combined	Drop	0	0	0	0
2.5	11	combined	Drop	0	0	0	0
2.5	12	combined	Drop	0	0	0	0
2.5	13	combined	Drop	0	0	0	0
2.5	14	combined	Drop	0	0	0	0
2.5	15	combined	Drop	0	0	0	0
2.5	16	combined	Drop	0	0	0	0
2.5	17	combined	Drop	0	0	0	0
2.5	18	combined	Drop	0	0	0	0
2.5	19	combined	Drop	0	0	0	0
2.5	20	combined	Drop	0	0	0	0
2.5	21	combined	Drop	0	0	0	0
2.5	22	combined	Drop	0	0	0	0
2.5	23	combined	Drop	0	0	0	0
2.5	24	combined	Drop	0	0	0	0
2.5	25	combined	Drop	0	0	0	0
2.5	26	combined	Drop	0	0	0	0
2.5	27	combined	Drop	0	0	0	0
2.5	28	combined	Drop	0	0	0	0
2.5	29	combined	Drop	0	0	0	0
3	0	combined	Drop	0	0	0	0
3	1	combined	Drop	0	0	0	0
3	2	combined	Drop	0	0	0	0
3	3	combined	Drop	0	0	0	0
3	4	combined	Drop	0	0	0	0
3	5	combined	Drop	0	0	0	0
3	6	combined	Drop	0	0	0	0
3	7	combined	Drop	0	0	0	0
3	8	combined	Drop	0	0	0	0
3	9	combined	Drop	0	0	0	0
3	10	combined	Drop	0	0	0	0
3	11	combined	Drop	0	0	0	0
3	12	combined	Drop	0	0	0	0
3	13	combined	Drop	0	0	0	0
3	14	combined	Drop	0	0	0	0
3	15	combined	Drop	0	0	0	0
3	16	combined	Drop	0	0	0	0
3	17	combined	Drop	0	0	0	0
3	18	combined	Drop	0	0	0	0
3	19	combined	Drop	0	0	0	0
3	20	combined	Drop	0	0	0	0
3	21	combined	Drop	0	0	0	0
3	22	combined	Drop	0	0	0	0
3	23	combined	Drop	0	0	0	0
3	24	combined	Drop	0	0	0	0
3	25	combined	Drop	0	0	0	0
3	26	combined	Drop	0	0	0	0
3	27	combined	Drop	0	0	0	0
3	28	combined	Drop	0	0	0	0
3	29	combined	Drop	0	0	0	0
3.5	0	combined	Drop	0	0	0	0
3.5	1	combined	Drop	0	0	0	0
3.5	2	combined	Drop	0	0	0	0
3.5	3	combined	Drop	0	0	0	0
3.5	4	combined	Drop	0	0	0	0
3.5	5	combined	Drop	0	0	0	0
3.5	6	combined	Drop	0	0	0	0
3.5	7	combined	Drop	0	0	0	0
3.5	8	combined	Drop	0	0	0	0
3.5	9	combined	Drop	0	0	0	0
3.5	10	combined	Drop	0	0	0	0
3.5	11	combined	Drop	0	0	0	0
3.5	12	combined	Drop	0	0	0	0
3.5	13	combined	Drop	0	0	0	0
3.5	14	combined	Drop	0	0	0	0
3.5	15	combined	Drop	0	0	0	0
3.5	16	combined	Drop	0	0	0	0
3.5	17	combined	Drop	0	0	0	0
3.5	18	combined	Drop	0	0	0	0
3.5	19	combined	Drop	0	0	0	0
3.5	20	combined	Drop	0	0	0	0
3.5	21	combined	Drop	0	0	0	0
3.5	22	combined	Drop	0	0	0	0
3.5	23	combined	Drop	0	0	0	0
3.5	24	combined	Drop	0	0	0	0
3.5	25	combined	Drop	0	0	0	0
3.5	26	combined	Drop	0	0	0	0
3.5	27	combined	Drop	0	0	0	0
3.5	28	combined	Drop	0	0	0	0
3.5	29	combined	Drop	0	0	0	0
4	0	combined	Drop	0	0	0	0
4	1	combined	Drop	0	0	0	0
4	2	combined	Drop	0	0	0	0
4	3	combined	Drop	0	0	0	0
4	4	combined	Drop	0	0	0	0
4	5	combined	Drop	0	0	0	0
4	6	combined	Drop	0	0	0	0
4	7	combined	Drop	0	0	0	0
4	8	combined	Drop	0	0	0	0
4	9	combined	Drop	0	0	0	0
4	10	combined	Drop	0	0	0	0
4	11	combined	Drop	0	0	0	0
4	12	combined	Drop	0	0	0	0
4	13	combined	Drop	0	0	0	0
4	14	combined	Drop	0	0	0	0
4	15	combined	Drop	0	0	0	0
4	16	combined	Drop	0	0	0	0
4	17	combined	Drop	0	0	0	0
4	18	combined	Drop	0	0	0	0
4	19	combined	Drop	0	0	0	0
4	20	combined	Drop	0	0	0	0
4	21	combined	Drop	0	0	0	0
4	22	combined	Drop	0	0	0	0
4	23	combined	Drop	0	0	0	0
4	24	combined	Drop	0	0	0	0
4	25	combined	Drop	0	0	0	0
4	26	combined	Drop	0	0	0	0
4	27	combined	Drop	0	0	0	0
4	28	combined	Drop	0	0	0	0
4	29	combined	Drop	0	0	0	0
4.5	0	combined	Drop	0	0	0	0
4.5	1	combined	Drop	0	0	0	0
4.5	2	combined	Drop	0	0	0	0
4.5	3	combined	Drop	0	0	0	0
4.5	4	combined	Drop	0	0	0	0
4.5	5	combined	Drop	0	0	0	0
4.5	6	combined	Drop	0	0	0	0
4.5	7	combined	Drop	0	0	0	0
4.5	8	combined	Drop	0	0	0	0
4.5	9	combined	Drop	0	0	0	0
4.5	10	combined	Drop	0	0	0	0
4.5	11	combined	Drop	0	0	0	0
4.5	12	combined	Drop	0	0	0	0
4.5	13	combined	Drop	0	0	0	0
4.5	14	combined	Drop	0	0	0	0
4.5	15	combined	Drop	0	0	0	0
4.5	16	combined	Drop	0	0	0	0
4.5	17	combined	Drop	0	0	0	0
4.5	18	combined	Drop	0	0	0	0
4.5	19	combined	Drop	0	0	0	0
4.5	20	combined	Drop	0	0	0	0
4.5	21	combined	Drop	0	0	0	0
4.5	22	combined	Drop	0	0	0	0
4.5	23	combined	Drop	0	0	0	0
4.5	24	combined	Drop	0	0	0	0
4.5	25	combined	Drop	0	0	0	0
4.5	26	combined	Drop	0	0	0	0
4.5	27	combined	Drop	0	0	0	0
4.5	28	combined	Drop	0	0	0	0
4.5	29	combined	Drop	0	0	0	0
5	0	combined	Drop	0	0	0	0
5	1	combined	Drop	0	0	0	0
5	2	combined	Drop	0	0	0	0
5	3	combined	Drop	0	0	0	0
5	4	combined	Drop	0	0	0	0
5	5	combined	Drop	0	0	0	0
5	6	combined	Drop	0	0	0	0
5	7	combined	Drop	0	0	0	0
5	8	combined	Drop	0	0	0	0
5	9	combined	Drop	0	0	0	0
5	10	combined	Drop	0	0	0	0
5	11	combined	Drop	0	0	0	0
5	12	combined	Drop	0	0	0	0
5	13	combined	Drop	0	0	0	0
5	14	combined	Drop	0	0	0	0
5	15	combined	Drop	0	0	0	0
5	16	combined	Drop	0	0	0	0
5	17	combined	Drop	0	0	0	0
5	18	combined	Drop	0	0	0	0
5	19	combined	Drop	0	0	0	0
5	20	combined	Drop	0	0	0	0
5	21	combined	Drop	0	0	0	0
5	22	combined	Drop	0	0	0	0
5	23	combined	Drop	0	0	0	0
5	24	combined	Drop	0	0	0	0
5	25	combined	Drop	0	0	0	0
5	26	combined	Drop	0	0	0	0
5	27	combined	Drop	0	0	0	0
5	28	combined	Drop	0	0	0	0
5	29	combined	Drop	0	0	0	0
5.5	0	combined	Drop	0	0	0	0
5.5	1	combined	Drop	0	0	0	0
5.5	2	combined	Drop	0	0	0	0
5.5	3	combined	Drop	0	0	0	0
5.5	4	combined	Drop	0	0	0	0
5.5	5	combined	Drop	0	0	0	0
5.5	6	combined	Drop	0	0	0	0
5.5	7	combined	Drop	0	0	0	0
5.5	8	combined	Drop	0	0	0	0
5.5	9	combined	Drop	0	0	0	0
5.5	10	combined	Drop	0	0	0	0
5.5	11	combined	Drop	0	0	0	0
5.5	12	combined	Drop	0	0	0	0
5.5	13	combined	Drop	0	0	0	0
5.5	14	combined	Drop	0	0	0	0
5.5	15	combined	Drop	0	0	0	0
5.5	16	combined	Drop	0	0	0	0
5.5	17	combined	Drop	0	0	0	0
5.5	18	combined	Drop	0	0	0	0
5.5	19	combined	Drop	0	0	0	0
5.5	20	combined	Drop	0	0	0	0
5.5	21	combined	Drop	0	0	0	0
5.5	22	combined	Drop	0	0	0	0
5.5	23	combined	Drop	0	0	0	0
5.5	24	combined	Drop	0	0	0	0
5.5	25	combined	Drop	0	0	0	0
5.5	26	combined	Drop	0	0	0	0
5.5	27	combined	Drop	0	0	0	0
5.5	28	combined	Drop	0	0	0	0
5.5	29	combined	Drop	0	0	0	0
6	0	combined	Drop	0	0	0	0
6	1	combined	Drop	0	0	0	0
6	2	combined	Drop	0	0	0	0
6	3	combined	Drop	0	0	0	0
6	4	combined	Drop	0	0	0	0
6	5	combined	Drop	0	0	0	0
6	6	combined	Drop	0	0	0	0
6	7	combined	Drop	0	0	0	0
6	8	combined	Drop	0	0	0	0
6	9	combined	Drop	0	0	0	0
6	10	combined	Drop	0	0	0	0
6	11	combined	Drop	0	0	0	0
6	12	combined	Drop	0	0	0	0
6	13	combined	Drop	0	0	0	0
6	14	combined	Drop	0	0	0	0
6	15	combined	Drop	0	0	0	0
6	16	combined	Drop	0	0	0	0
6	17	combined	Drop	0	0	0	0
6	18	combined	Drop	0	0	0	0
6	19	combined	Drop	0	0	0	0
6	20	combined	Drop	0	0	0	0
6	21	combined	Drop	0	0	0	0
6	22	combined	Drop	0	0	0	0
6	23	combined	Drop	0	0	0	0
6	24	combined	Drop	0	0	0	0
6	25	combined	Drop	0	0	0	0
6	26	combined	Drop	0	0	0	0
6	27	combined	Drop	0	0	0	0
6	28	combined	Drop	0	0	0	0
6	29	combined	Drop	0	0	0	0
6.5	0	combined	Drop	0	0	0	0
6.5	1	combined	Drop	0	0	0	0
6.5	2	combined	Drop	0	0	0	0
6.5	3	combined	Drop	0	0	0	0
6.5	4	combined	Drop	0	0	0	0
6.5	5	combined	Drop	0	0	0	0
6.5	6	combined	Drop	0	0	0	0
6.5	7	combined	Drop	0	0	0	0
6.5	8	combined	Drop	0	0	0	0
6.5	9	combined	Drop	0	0	0	0
6.5	10	combined	Drop	0	0	0	0
6.5	11	combined	Drop	0	0	0	0
6.5	12	combined	Drop	0	0	0	0
6.5	13	combined	Drop	0	0	0	0
6.5	14	combined	Drop	0	0	0	0
6.5	15	combined	Drop	0	0	0	0
6.5	16	combined	Drop	0	0	0	0
6.5	17	combined	Drop	0	0	0	0
6.5	18	combined	Drop	0	0	0	0
6.5	19	combined	Drop	0	0	0	0
6.5	20	combined	Drop	0	0	0	0
6.5	21	combined	Drop	0	0	0	0
6.5	22	combined	Drop	0	0	0	0
6.5	23	combined	Drop	0	0	0	0
6.5	24	combined	Drop	0	0	0	0
6.5	25	combined	Drop	0	0	0	0
6.5	26	combined	Drop	0	0	0	0
6.5	27	combined	Drop	0	0	0	0
6.5	28	combined	Drop	0	0	0	0
6.5	29	combined	Drop	0	0	0	0
7	0	combined	Drop	0	0	0	0
7	1	combined	Drop	0	0	0	0
7	2	combined	Drop	0	0	0	0
7	3	combined	Drop	0	0	0	0
7	4	combined	Drop	0	0	0	0
7	5	combined	Drop	0	0	0	0
7	6	combined	Drop	0	0	0	0
7	7	combined	Drop	0	0	0	0
7	8	combined	Drop	0	0	0	0
7	9	combined	Drop	0	0	0	0
7	10	combined	Drop	0	0	0	0
7	11	combined	Drop	0	0	0	0
7	12	combined	Drop	0	0	0	0
7	13	combined	Drop	0	0	0	0
7	14	combined	Drop	0	0	0	0
7	15	combined	Drop	0	0	0	0
7	16	combined	Drop	0	0	0	0
7	17	combined	Drop	0	0	0	0
7	18	combined	Drop	0	0	0	0
7	19	combined	Drop	0	0	0	0
7	20	combined	Drop	0	0	0	0
7	21	combined	Drop	0	0	0	0
7	22	combined	Drop	0	0	0	0
7	23	combined	Drop	0	0	0	0
7	24	combined	Drop	0	0	0	0
7	25	combined	Drop	0	0	0	0
7	26	combined	Drop	0	0	0	0
7	27	combined	Drop	0	0	0	0
7	28	combined	Drop	0	0	0	0
7	29	combined	Drop	0	0	0	0
7.5	0	combined	Drop	0	0	0	0
7.5	1	combined	Drop	0	0	0	0
7.5	2	combined	Drop	0	0	0	0
7.5	3	combined	Drop	0	0	0	0
7.5	4	combined	Drop	0	0	0	0
7.5	5	combined	Drop	0	0	0	0
7.5	6	combined	Drop	0	0	0	0
7.5	7	combined	Drop	0	0	0	0
7.5	8	combined	Drop	0	0	0	0
7.5	9	combined	Drop	0	0	0	0
7.5	10	combined	Drop	0	0	0	0
7.5	11	combined	Drop	0	0	0	0
7.5	12	combined	Drop	0	0	0	0
7.5	13	combined	Drop	0	0	0	0
7.5	14	combined	Drop	0	0	0	0
7.5	15	combined	Drop	0	0	0	0
7.5	16	combined	Drop	0	0	0	0
7.5	17	combined	Drop	0	0	0	0
7.5	18	combined	Drop	0	0	0	0
7.5	19	combined	Drop	0	0	0	0
7.5	20	combined	Drop	0	0	0	0
7.5	21	combined	Drop	0	0	0	0
7.5	22	combined	Drop	0	0	0	0
7.5	23	combined	Drop	0	0	0	0
7.5	24	combined	Drop	0	0	0	0
7.5	25	combined	Drop	0	0	0	0
7.5	26	combined	Drop	0	0	0	0
7.5	27	combined	Drop	0	0	0	0
7.5	28	combined	Drop	0	0	0	0
7.5	29	combined	Drop	0	0	0	0
8	0	combined	Drop	0	0	0	0
8	1	combined	Drop	0	0	0	0
8	2	combined	Drop	0	0	0	0
8	3	combined	Drop	0	0	0	0
8	4	combined	Drop	0	0	0	0
8	5	combined	Drop	0	0	0	0
8	6	combined	Drop	0	0	0	0
8	7	combined	Drop	0	0	0	0
8	8	combined	Drop	0	0	0	0
8	9	combined	Drop	0	0	0	0
8	10	combined	Drop	0	0	0	0
8	11	combined	Drop	0	0	0	0
8	12	combined	Drop	0	0	0	0
8	13	combined	Drop	0	0	0	0
8	14	combined	Drop	0	0	0	0
8	15	combined	Drop	0	0	0	0
8	16	combined	Drop	0	0	0	0
8	17	combined	Drop	0	0	0	0
8	18	combined	Drop	0	0	0	0
8	19	combined	Drop	0	0	0	0
8	20	combined	Drop	0	0	0	0
8	21	combined	Drop	0	0	0	0
8	22	combined	Drop	0	0	0	0
8	23	combined	Drop	0	0	0	0
8	24	combined	Drop	0	0	0	0
8	25	combined	Drop	0	0	0	0
8	26	combined	Drop	0	0	0	0
8	27	combined	Drop	0	0	0	0
8	28	combined	Drop	0	0	0	0
8	29	combined	Drop	0	0	0	0
8.5	0	combined	Drop	0	0	0	0
8.5	1	combined	Drop	0	0	0	0
8.5	2	combined	Drop	0	0	0	0
8.5	3	combined	Drop	0	0	0	0
8.5	4	combined	Drop	0	0	0	0
8.5	5	combined	Drop	0	0	0	0
8.5	6	combined	Drop	0	0	0	0
8.5	7	combined	Drop	0	0	0	0
8.5	8	combined	Drop	0	0	0	0
8.5	9	combined	Drop	0	0	0	0
8.5	10	combined	Drop	0	0	0	0
8.5	11	combined	Drop	0	0	0	0
8.5	12	combined	Drop	0	0	0	0
8.5	13	combined	Drop	0	0	0	0
8.5	14	combined	Drop	0	0	0	0
8.5	15	combined	Drop	0	0	0	0
8.5	16	combined	Drop	0	0	0	0
8.5	17	combined	Drop	0	0	0	0
8.5	18	combined	Drop	0	0	0	0
8.5	19	combined	Drop	0	0	0	0
8.5	20	combined	Drop	0	0	0	0
8.5	21	combined	Drop	0	0	0	0
8.5	22	combined	Drop	0	0	0	0
8.5	23	combined	Drop	0	0	0	0
8.5	24	combined	Drop	0	0	0	0
8.5	25	combined	Drop	0	0	0	0
8.5	26	combined	Drop	0	0	0	0
8.5	27	combined	Drop	0	0	0	0
8.5	28	combined	Drop	0	0	0	0
8.5	29	combined	Drop	0	0	0	0
9	0	combined	Drop	0	0	0	0
9	1	combined	Drop	0	0	0	0
9	2	combined	Drop	0	0	0	0
9	3	combined	Drop	0	0	0	0
9	4	combined	Drop	0	0	0	0
9	5	combined	Drop	0	0	0	0
9	6	combined	Drop	0	0	0	0
9	7	combined	Drop	0	0	0	0
9	8	combined	Drop	0	0	0	0
9	9	combined	Drop	0	0	0	0
9	10	combined	Drop	0	0	0	0
9	11	combined	Drop	0	0	0	0
9	12	combined	Drop	0	0	0	0
9	13	combined	Drop	0	0	0	0
9	14	combined	Drop	0	0	0	0
9	15	combined	Drop	0	0	0	0
9	16	combined	Drop	0	0	0	0
9	17	combined	Drop	0	0	0	0
9	18	combined	Drop	0	0	0	0
9	19	combined	Drop	0	0	0	0
9	20	combined	Drop	0	0	0	0
9	21	combined	Drop	0	0	0	0
9	22	combined	Drop	0	0	0	0
9	23	combined	Drop	0	0	0	0
9	24	combined	Drop	0	0	0	0
9	25	combined	Drop	0	0	0	0
9	26	combined	Drop	0	0	0	0
9	27	combined	Drop	0	0	0	0
9	28	combined	Drop	0	0	0	0
9	29	combined	Drop	0	0	0	0
9.5	0	combined	Drop	0	0	0	0
9.5	1	combined	Drop	0	0	0	0
9.5	2	combined	Drop	0	0	0	0
9.5	3	combined	Drop	0	0	0	0
9.5	4	combined	Drop	0	0	0	0
9.5	5	combined	Drop	0	0	0	0
9.5	6	combined	Drop	0	0	0	0
9.5	7	combined	Drop	0	0	0	0
9.5	8	combined	Drop	0	0	0	0
9.5	9	combined	Drop	0	0	0	0
9.5	10	combined	Drop	0	0	0	0
9.5	11	combined	Drop	0	0	0	0
9.5	12	combined	Drop	0	0	0	0
9.5	13	combined	Drop	0	0	0	0
9.5	14	combined	Drop	0	0	0	0
9.5	15	combined	Drop	0	0	0	0
9.5	16	combined	Drop	0	0	0	0
9.5	17	combined	Drop	0	0	0	0
9.5	18	combined	Drop	0	0	0	0
9.5	19	combined	Drop	0	0	0	0
9.5	20	combined	Drop	0	0	0	0
9.5	21	combined	Drop	0	0	0	0
9.5	22	combined	Drop	0	0	0	0
9.5	23	combined	Drop	0	0	0	0
9.5	24	combined	Drop	0	0	0	0
9.5	25	combined	Drop	0	0	0	0
9.5	26	combined	Drop	0	0	0	0
9.5	27	combined	Drop	0	0	0	0
9.5	28	combined	Drop	0	0	0	0
9.5	29	combined	Drop	0	0	0	0
10	0	combined	Drop	0	0	0	0
10	1	combined	Drop	0	0	0	0
10	2	combined	Drop	0	0	0	0
10	3	combined	Drop	0	0	0	0
10	4	combined	Drop	0	0	0	0
10	5	combined	Drop	0	0	0	0
10	6	combined	Drop	0	0	0	0
10	7	combined	Drop	0	0	0	0
10	8	combined	Drop	0	0	0	0
10	9	combined	Drop	0	0	0	0
10	10	combined	Drop	0	0	0	0
10	11	combined	Drop	0	0	0	0
10	12	combined	Drop	0	0	0	0
10	13	combined	Drop	0	0	0	0
10	14	combined	Drop	0	0	0	0
10	15	combined	Drop	0	0	0	0
10	16	combined	Drop	0	0	0	0
10	17	combined	Drop	0	0	0	0
10	18	combined	Drop	0	0	0	0
10	19	combined	Drop	0	0	0	0
10	20	combined	Drop	0	0	0	0
10	21	combined	Drop	0	0	0	0
10	22	combined	Drop	0	0	0	0
10	23	combined	Drop	0	0	0	0
10	24	combined	Drop	0	0	0	0
10	25	combined	Drop	0	0	0	0
10	26	combined	Drop	0	0	0	0
10	27	combined	Drop	0	0	0	0
10	28	combined	Drop	0	0	0	0
10	29	combined	Drop	0	0	0	0
10.5	0	combined	Drop	0	0	0	0
10.5	1	combined	Drop	0	0	0	0
10.5	2	combined	Drop	0	0	0	0
10.5	3	combined	Drop	0	0	0	0
10.5	4	combined	Drop	0	0	0	0
10.5	5	combined	Drop	0	0	0	0
10.5	6	combined	Drop	0	0	0	0
10.5	7	combined	Drop	0	0	0	0
10.5	8	combined	Drop	0	0	0	0
10.5	9	combined	Drop	0	0	0	0
10.5	10	combined	Drop	0	0	0	0
10.5	11	combined	Drop	0	0	0	0
10.5	12	combined	Drop	0	0	0	0
10.5	13	combined	Drop	0	0	0	0
10.5	14	combined	Drop	0	0	0	0
10.5	15	combined	Drop	0	0	0	0
10.5	16	combined	Drop	0	0	0	0
10.5	17	combined	Drop	0	0	0	0
10.5	18	combined	Drop	0	0	0	0
10.5	19	combined	Drop	0	0	0	0
10.5	20	combined	Drop	0	0	0	0
10.5	21	combined	Drop	0	0	0	0
10.5	22	combined	Drop	0	0	0	0
10.5	23	combined	Drop	0	0	0	0
10.5	24	combined	Drop	0	0	0	0
10.5	25	combined	Drop	0	0	0	0
10.5	26	combined	Drop	0	0	0	0
10.5	27	combined	Drop	0	0	0	0
10.5	28	combined	Drop	0	0	0	0
10.5	29	combined	Drop	0	0	0	0
11	0	combined	Drop	0	0	0	0
11	1	combined	Drop	0	0	0	0
11	2	combined	Drop	0	0	0	0
11	3	combined	Drop	0	0	0	0
11	4	combined	Drop	0	0	0	0
11	5	combined	Drop	0	0	0	0
11	6	combined	Drop	0	0	0	0
11	7	combined	Drop	0	0	0	0
11	8	combined	Drop	0	0	0	0
11	9	combined	Drop	0	0	0	0
11	10	combined	Drop	0	0	0	0
11	11	combined	Drop	0	0	0	0
11	12	combined	Drop	0	0	0	0
11	13	combined	Drop	0	0	0	0
11	14	combined	Drop	0	0	0	0
11	15	combined	Drop	0	0	0	0
11	16	combined	Drop	0	0	0	0
11	17	combined	Drop	0	0	0	0
11	18	combined	Drop	0	0	0	0
11	19	combined	Drop	0	0	0	0
11	20	combined	Drop	0	0	0	0
11	21	combined	Drop	0	0	0	0
11	22	combined	Drop	0	0	0	0
11	23	combined	Drop	0	0	0	0
11	24	combined	Drop	0	0	0	0
11	25	combined	Drop	0	0	0	0
11	26	combined	Drop	0	0	0	0
11	27	combined	Drop	0	0	0	0
11	28	combined	Drop	0	0	0	0
11	29	combined	Drop	0	0	0	0
11.5	0	combined	Drop	0	0	0	0
11.5	1	combined	Drop	0	0	0	0
11.5	2	combined	Drop	0	0	0	0
11.5	3	combined	Drop	0	0	0	0
11.5	4	combined	Drop	0	0	0	0
11.5	5	combined	Drop	0	0	0	0
11.5	6	combined	Drop	0	0	0	0
11.5	7	combined	Drop	0	0	0	0
11.5	8	combined	Drop	0	0	0	0
11.5	9	combined	Drop	0	0	0	0
11.5	10	combined	Drop	0	0	0	0
11.5	11	combined	Drop	0	0	0	0
11.5	12	combined	Drop	0	0	0	0
11.5	13	combined	Drop	0	0	0	0
11.5	14	combined	Drop	0	0	0	0
11.5	15	combined	Drop	0	0	0	0
11.5	16	combined	Drop	0	0	0	0
11.5	17	combined	Drop	0	0	0	0
11.5	18	combined	Drop	0	0	0	0
11.5	19	combined	Drop	0	0	0	0
11.5	20	combined	Drop	0	0	0	0
11.5	21	combined	Drop	0	0	0	0
11.5	22	combined	Drop	0	0	0	0
11.5	23	combined	Drop	0	0	0	0
11.5	24	combined	Drop	0	0	0	0
11.5	25	combined	Drop	0	0	0	0
11.5	26	combined	Drop	0	0	0	0
11.5	27	combined	Drop	0	0	0	0
11.5	28	combined	Drop	0	0	0	0
11.5	29	combined	Drop	0	0	0	0
12	0	combined	Drop	0	0	0	0
12	1	combined	Drop	0	0	0	0
12	2	combined	Drop	0	0	0	0
12	3	combined	Drop	0	0	0	0
