Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
14.527	18	0	11	LastDelay	0.0270332	27033.2	1	1
14.527	18	0	11	FullDelay	0.0270332	27033.2	1	1
14.527	20	0	11	LastDelay	0.0270332	27033.2	1	1
14.527	20	0	11	FullDelay	0.0270332	27033.2	1	1
14.527	22	0	11	LastDelay	0.0270332	27033.2	1	1
14.527	22	0	11	FullDelay	0.0270332	27033.2	1	1
14.527	23	0	11	LastDelay	0.0270332	27033.2	1	1
14.527	23	0	11	FullDelay	0.0270332	27033.2	1	1
14.527	24	0	11	LastDelay	0.0270332	27033.2	1	1
14.527	24	0	11	FullDelay	0.0270332	27033.2	1	1
14.527	25	0	11	LastDelay	0.0270332	27033.2	1	1
14.527	25	0	11	FullDelay	0.0270332	27033.2	1	1
14.527	26	0	11	LastDelay	0.0270332	27033.2	1	1
14.527	26	0	11	FullDelay	0.0270332	27033.2	1	1
14.527	27	0	11	LastDelay	0.0270332	27033.2	1	1
14.527	27	0	11	FullDelay	0.0270332	27033.2	1	1
14.527	28	0	11	LastDelay	0.0270332	27033.2	1	1
14.527	28	0	11	FullDelay	0.0270332	27033.2	1	1
14.527	29	0	11	LastDelay	0.0270332	27033.2	1	1
14.527	29	0	11	FullDelay	0.0270332	27033.2	1	1
14.527	10	0	11	LastDelay	0.0270333	27033.3	1	1
14.527	10	0	11	FullDelay	0.0270333	27033.3	1	1
14.527	5	0	11	LastDelay	0.0270333	27033.3	1	1
14.527	5	0	11	FullDelay	0.0270333	27033.3	1	1
14.527	0	0	11	LastDelay	0.0270334	27033.4	1	1
14.527	0	0	11	FullDelay	0.0270334	27033.4	1	1
15.5125	19	0	6	LastDelay	0.0125071	12507.1	1	0
15.5125	19	0	6	FullDelay	9.51251	9.51251e+06	6	0
15.52	3	0	6	LastDelay	0.0200013	20001.3	1	1
15.52	3	0	6	FullDelay	9.52	9.52e+06	6	1
15.5303	7	0	6	LastDelay	0.0302718	30271.8	1	1
15.5303	7	0	6	FullDelay	9.53027	9.53027e+06	6	1
15.5303	8	0	6	LastDelay	0.0302719	30271.9	1	1
15.5303	8	0	6	FullDelay	9.53027	9.53027e+06	6	1
15.5303	2	0	6	LastDelay	0.0302719	30271.9	1	1
15.5303	2	0	6	FullDelay	9.53027	9.53027e+06	6	1
15.5303	13	0	6	LastDelay	0.0302719	30271.9	1	1
15.5303	13	0	6	FullDelay	9.53027	9.53027e+06	6	1
15.5303	15	0	6	LastDelay	0.0302719	30271.9	1	1
15.5303	15	0	6	FullDelay	9.53027	9.53027e+06	6	1
15.5303	17	0	6	LastDelay	0.0302719	30271.9	1	1
15.5303	17	0	6	FullDelay	9.53027	9.53027e+06	6	1
15.5303	21	0	6	LastDelay	0.0302719	30271.9	1	1
15.5303	21	0	6	FullDelay	9.53027	9.53027e+06	6	1
15.5303	16	0	6	LastDelay	0.0302719	30271.9	1	1
15.5303	16	0	6	FullDelay	9.53027	9.53027e+06	6	1
15.5303	18	0	6	LastDelay	0.0302719	30271.9	1	1
15.5303	18	0	6	FullDelay	9.53027	9.53027e+06	6	1
15.5303	20	0	6	LastDelay	0.0302719	30271.9	1	1
15.5303	20	0	6	FullDelay	9.53027	9.53027e+06	6	1
15.5303	22	0	6	LastDelay	0.0302719	30271.9	1	1
15.5303	22	0	6	FullDelay	9.53027	9.53027e+06	6	1
15.5303	23	0	6	LastDelay	0.0302719	30271.9	1	1
15.5303	23	0	6	FullDelay	9.53027	9.53027e+06	6	1
15.5303	24	0	6	LastDelay	0.0302719	30271.9	1	1
15.5303	24	0	6	FullDelay	9.53027	9.53027e+06	6	1
15.5303	25	0	6	LastDelay	0.0302719	30271.9	1	1
15.5303	25	0	6	FullDelay	9.53027	9.53027e+06	6	1
15.5303	26	0	6	LastDelay	0.0302719	30271.9	1	1
15.5303	26	0	6	FullDelay	9.53027	9.53027e+06	6	1
15.5303	27	0	6	LastDelay	0.0302719	30271.9	1	1
15.5303	27	0	6	FullDelay	9.53027	9.53027e+06	6	1
15.5303	28	0	6	LastDelay	0.0302719	30271.9	1	1
15.5303	28	0	6	FullDelay	9.53027	9.53027e+06	6	1
15.5303	29	0	6	LastDelay	0.0302719	30271.9	1	1
15.5303	29	0	6	FullDelay	9.53027	9.53027e+06	6	1
15.5303	12	0	6	LastDelay	0.0302719	30271.9	1	1
15.5303	12	0	6	FullDelay	9.53027	9.53027e+06	6	1
15.5303	10	0	6	LastDelay	0.0302719	30271.9	1	1
15.5303	10	0	6	FullDelay	9.53027	9.53027e+06	6	1
15.5303	5	0	6	LastDelay	0.030272	30272	1	1
15.5303	5	0	6	FullDelay	9.53027	9.53027e+06	6	1
88.5079	19	0	23	LastDelay	0.507882	507882	1	0
88.5079	19	0	23	FullDelay	65.5079	6.55079e+07	6	0
89.5052	19	0	25	LastDelay	0.00523986	5239.86	1	0
89.5052	19	0	25	FullDelay	65.0052	6.50052e+07	6	0
89.5163	3	0	25	LastDelay	0.0163456	16345.6	1	1
89.5163	3	0	25	FullDelay	65.0163	6.50163e+07	6	1
89.5222	13	0	25	LastDelay	0.0222216	22221.6	1	1
89.5222	13	0	25	FullDelay	65.0222	6.50222e+07	6	1
89.5222	24	0	25	LastDelay	0.0222216	22221.6	1	1
89.5222	24	0	25	FullDelay	65.0222	6.50222e+07	6	1
89.5222	16	0	25	LastDelay	0.0222216	22221.6	1	1
89.5222	16	0	25	FullDelay	65.0222	6.50222e+07	6	1
89.5222	7	0	25	LastDelay	0.0222216	22221.6	1	1
89.5222	7	0	25	FullDelay	65.0222	6.50222e+07	6	1
89.5222	21	0	25	LastDelay	0.0222216	22221.6	1	1
89.5222	21	0	25	FullDelay	65.0222	6.50222e+07	6	1
89.5222	15	0	25	LastDelay	0.0222216	22221.6	1	1
89.5222	15	0	25	FullDelay	65.0222	6.50222e+07	6	1
89.5222	2	0	25	LastDelay	0.0222217	22221.7	1	1
89.5222	2	0	25	FullDelay	65.0222	6.50222e+07	6	1
89.5222	10	0	25	LastDelay	0.0222217	22221.7	1	1
89.5222	10	0	25	FullDelay	65.0222	6.50222e+07	6	1
89.5222	12	0	25	LastDelay	0.0222217	22221.7	1	1
89.5222	12	0	25	FullDelay	65.0222	6.50222e+07	6	1
89.5222	8	0	25	LastDelay	0.0222217	22221.7	1	1
89.5222	8	0	25	FullDelay	65.0222	6.50222e+07	6	1
89.5222	23	0	25	LastDelay	0.0222217	22221.7	1	1
89.5222	23	0	25	FullDelay	65.0222	6.50222e+07	6	1
89.5222	22	0	25	LastDelay	0.0222217	22221.7	1	1
89.5222	22	0	25	FullDelay	65.0222	6.50222e+07	6	1
89.5222	0	0	25	LastDelay	0.0222218	22221.8	1	1
89.5222	0	0	25	FullDelay	65.0222	6.50222e+07	6	1
91.5064	19	0	29	LastDelay	0.00644968	6449.68	1	0
91.5064	19	0	29	FullDelay	65.0064	6.50064e+07	6	0
91.5175	3	0	29	LastDelay	0.017506	17506	1	1
91.5175	3	0	29	FullDelay	65.0175	6.50175e+07	6	1
91.5239	13	0	29	LastDelay	0.023858	23858	1	1
91.5239	13	0	29	FullDelay	65.0239	6.50239e+07	6	1
91.5239	24	0	29	LastDelay	0.023858	23858	1	1
91.5239	24	0	29	FullDelay	65.0239	6.50239e+07	6	1
91.5239	16	0	29	LastDelay	0.023858	23858	1	1
91.5239	16	0	29	FullDelay	65.0239	6.50239e+07	6	1
91.5239	7	0	29	LastDelay	0.023858	23858	1	1
91.5239	7	0	29	FullDelay	65.0239	6.50239e+07	6	1
91.5239	21	0	29	LastDelay	0.023858	23858	1	1
91.5239	21	0	29	FullDelay	65.0239	6.50239e+07	6	1
91.5239	15	0	29	LastDelay	0.023858	23858	1	1
91.5239	15	0	29	FullDelay	65.0239	6.50239e+07	6	1
91.5239	2	0	29	LastDelay	0.023858	23858	1	1
91.5239	2	0	29	FullDelay	65.0239	6.50239e+07	6	1
91.5239	10	0	29	LastDelay	0.023858	23858	1	1
91.5239	10	0	29	FullDelay	65.0239	6.50239e+07	6	1
91.5239	12	0	29	LastDelay	0.023858	23858	1	1
91.5239	12	0	29	FullDelay	65.0239	6.50239e+07	6	1
91.5239	8	0	29	LastDelay	0.023858	23858	1	1
91.5239	8	0	29	FullDelay	65.0239	6.50239e+07	6	1
91.5239	23	0	29	LastDelay	0.023858	23858	1	1
91.5239	23	0	29	FullDelay	65.0239	6.50239e+07	6	1
91.5239	22	0	29	LastDelay	0.023858	23858	1	1
91.5239	22	0	29	FullDelay	65.0239	6.50239e+07	6	1
91.5239	0	0	29	LastDelay	0.0238581	23858.1	1	1
91.5239	0	0	29	FullDelay	65.0239	6.50239e+07	6	1
91.5239	17	0	29	LastDelay	0.0238583	23858.3	1	1
91.5239	17	0	29	FullDelay	65.0239	6.50239e+07	6	1
92.509	19	0	31	LastDelay	0.00895958	8959.58	1	0
92.509	19	0	31	FullDelay	65.009	6.5009e+07	6	0
92.514	3	0	31	LastDelay	0.0139703	13970.3	1	1
92.514	3	0	31	FullDelay	65.014	6.5014e+07	6	1
92.5198	13	0	31	LastDelay	0.0198358	19835.8	1	1
92.5198	13	0	31	FullDelay	65.0198	6.50198e+07	6	1
92.5198	24	0	31	LastDelay	0.0198358	19835.8	1	1
92.5198	24	0	31	FullDelay	65.0198	6.50198e+07	6	1
92.5198	16	0	31	LastDelay	0.0198358	19835.8	1	1
92.5198	16	0	31	FullDelay	65.0198	6.50198e+07	6	1
92.5198	7	0	31	LastDelay	0.0198358	19835.8	1	1
92.5198	7	0	31	FullDelay	65.0198	6.50198e+07	6	1
92.5198	21	0	31	LastDelay	0.0198358	19835.8	1	1
92.5198	21	0	31	FullDelay	65.0198	6.50198e+07	6	1
92.5198	15	0	31	LastDelay	0.0198358	19835.8	1	1
92.5198	15	0	31	FullDelay	65.0198	6.50198e+07	6	1
92.5198	2	0	31	LastDelay	0.0198358	19835.8	1	1
92.5198	2	0	31	FullDelay	65.0198	6.50198e+07	6	1
92.5198	10	0	31	LastDelay	0.0198358	19835.8	1	1
92.5198	10	0	31	FullDelay	65.0198	6.50198e+07	6	1
92.5198	12	0	31	LastDelay	0.0198358	19835.8	1	1
92.5198	12	0	31	FullDelay	65.0198	6.50198e+07	6	1
92.5198	8	0	31	LastDelay	0.0198358	19835.8	1	1
92.5198	8	0	31	FullDelay	65.0198	6.50198e+07	6	1
92.5198	23	0	31	LastDelay	0.0198358	19835.8	1	1
92.5198	23	0	31	FullDelay	65.0198	6.50198e+07	6	1
92.5198	22	0	31	LastDelay	0.0198358	19835.8	1	1
92.5198	22	0	31	FullDelay	65.0198	6.50198e+07	6	1
92.5198	0	0	31	LastDelay	0.0198359	19835.9	1	1
92.5198	0	0	31	FullDelay	65.0198	6.50198e+07	6	1
92.5198	17	0	31	LastDelay	0.0198361	19836.1	1	1
92.5198	17	0	31	FullDelay	65.0198	6.50198e+07	6	1
93.5089	19	0	33	LastDelay	0.00889647	8896.47	1	0
93.5089	19	0	33	FullDelay	65.0089	6.50089e+07	6	0
93.5197	3	0	33	LastDelay	0.0197259	19725.9	1	1
93.5197	3	0	33	FullDelay	65.0197	6.50197e+07	6	1
93.5225	13	0	33	LastDelay	0.0225139	22513.9	1	1
93.5225	13	0	33	FullDelay	65.0225	6.50225e+07	6	1
93.5225	24	0	33	LastDelay	0.0225139	22513.9	1	1
93.5225	24	0	33	FullDelay	65.0225	6.50225e+07	6	1
93.5225	16	0	33	LastDelay	0.0225139	22513.9	1	1
93.5225	16	0	33	FullDelay	65.0225	6.50225e+07	6	1
93.5225	7	0	33	LastDelay	0.0225139	22513.9	1	1
93.5225	7	0	33	FullDelay	65.0225	6.50225e+07	6	1
93.5225	21	0	33	LastDelay	0.0225139	22513.9	1	1
93.5225	21	0	33	FullDelay	65.0225	6.50225e+07	6	1
93.5225	15	0	33	LastDelay	0.0225139	22513.9	1	1
93.5225	15	0	33	FullDelay	65.0225	6.50225e+07	6	1
93.5225	2	0	33	LastDelay	0.0225139	22513.9	1	1
93.5225	2	0	33	FullDelay	65.0225	6.50225e+07	6	1
93.5225	10	0	33	LastDelay	0.0225139	22513.9	1	1
93.5225	10	0	33	FullDelay	65.0225	6.50225e+07	6	1
93.5225	12	0	33	LastDelay	0.0225139	22513.9	1	1
93.5225	12	0	33	FullDelay	65.0225	6.50225e+07	6	1
93.5225	8	0	33	LastDelay	0.0225139	22513.9	1	1
93.5225	8	0	33	FullDelay	65.0225	6.50225e+07	6	1
93.5225	23	0	33	LastDelay	0.0225139	22513.9	1	1
93.5225	23	0	33	FullDelay	65.0225	6.50225e+07	6	1
93.5225	22	0	33	LastDelay	0.0225139	22513.9	1	1
93.5225	22	0	33	FullDelay	65.0225	6.50225e+07	6	1
93.5225	0	0	33	LastDelay	0.022514	22514	1	1
93.5225	0	0	33	FullDelay	65.0225	6.50225e+07	6	1
93.5225	17	0	33	LastDelay	0.0225141	22514.1	1	1
93.5225	17	0	33	FullDelay	65.0225	6.50225e+07	6	1
95.531	0	0	6	LastDelay	0.0310006	31000.6	1	1
95.531	0	0	6	FullDelay	89.531	8.9531e+07	13	1
96.5048	19	0	15	LastDelay	0.00476593	4765.93	1	0
96.5048	19	0	15	FullDelay	78.0048	7.80048e+07	7	0
96.5132	3	0	15	LastDelay	0.0131973	13197.3	1	1
96.5132	3	0	15	FullDelay	78.0132	7.80132e+07	7	1
96.5204	13	0	15	LastDelay	0.0203817	20381.7	1	1
96.5204	13	0	15	FullDelay	78.0204	7.80204e+07	7	1
96.5204	24	0	15	LastDelay	0.0203817	20381.7	1	1
96.5204	24	0	15	FullDelay	78.0204	7.80204e+07	7	1
96.5204	16	0	15	LastDelay	0.0203817	20381.7	1	1
96.5204	16	0	15	FullDelay	78.0204	7.80204e+07	7	1
96.5204	7	0	15	LastDelay	0.0203817	20381.7	1	1
96.5204	7	0	15	FullDelay	78.0204	7.80204e+07	7	1
96.5204	21	0	15	LastDelay	0.0203817	20381.7	1	1
96.5204	21	0	15	FullDelay	78.0204	7.80204e+07	7	1
96.5204	15	0	15	LastDelay	0.0203817	20381.7	1	1
96.5204	15	0	15	FullDelay	78.0204	7.80204e+07	7	1
96.5204	0	0	15	LastDelay	0.0203817	20381.7	1	1
96.5204	0	0	15	FullDelay	78.0204	7.80204e+07	7	1
96.5204	2	0	15	LastDelay	0.0203817	20381.7	1	1
96.5204	2	0	15	FullDelay	78.0204	7.80204e+07	7	1
96.5204	10	0	15	LastDelay	0.0203818	20381.8	1	1
96.5204	10	0	15	FullDelay	78.0204	7.80204e+07	7	1
96.5204	12	0	15	LastDelay	0.0203818	20381.8	1	1
96.5204	12	0	15	FullDelay	78.0204	7.80204e+07	7	1
96.5204	8	0	15	LastDelay	0.0203818	20381.8	1	1
96.5204	8	0	15	FullDelay	78.0204	7.80204e+07	7	1
96.5204	23	0	15	LastDelay	0.0203818	20381.8	1	1
96.5204	23	0	15	FullDelay	78.0204	7.80204e+07	7	1
96.5204	22	0	15	LastDelay	0.0203818	20381.8	1	1
96.5204	22	0	15	FullDelay	78.0204	7.80204e+07	7	1
96.5204	17	0	15	LastDelay	0.0203819	20381.9	1	1
96.5204	17	0	15	FullDelay	78.0204	7.80204e+07	7	1
96.5204	27	0	15	LastDelay	0.020382	20382	1	1
96.5204	27	0	15	FullDelay	78.0204	7.80204e+07	7	1
97.5074	19	0	0	LastDelay	1.50744	1.50744e+06	1	0
97.5074	19	0	0	FullDelay	97.5074	9.75074e+07	19	0
97.5105	3	0	0	LastDelay	1.5105	1.5105e+06	1	1
97.5105	3	0	0	FullDelay	97.5105	9.75105e+07	19	1
97.5179	13	0	0	LastDelay	1.51786	1.51786e+06	1	1
97.5179	13	0	0	FullDelay	97.5179	9.75179e+07	19	1
97.5179	24	0	0	LastDelay	1.51786	1.51786e+06	1	1
97.5179	24	0	0	FullDelay	97.5179	9.75179e+07	19	1
97.5179	16	0	0	LastDelay	1.51786	1.51786e+06	1	1
97.5179	16	0	0	FullDelay	97.5179	9.75179e+07	19	1
97.5179	7	0	0	LastDelay	1.51786	1.51786e+06	1	1
97.5179	7	0	0	FullDelay	97.5179	9.75179e+07	19	1
97.5179	21	0	0	LastDelay	1.51786	1.51786e+06	1	1
97.5179	21	0	0	FullDelay	97.5179	9.75179e+07	19	1
97.5179	15	0	0	LastDelay	1.51786	1.51786e+06	1	1
97.5179	15	0	0	FullDelay	97.5179	9.75179e+07	19	1
97.5179	0	0	0	LastDelay	0.0178627	17862.7	1	1
97.5179	0	0	0	FullDelay	97.5179	9.75179e+07	20	1
97.5179	2	0	0	LastDelay	1.51786	1.51786e+06	1	1
97.5179	2	0	0	FullDelay	97.5179	9.75179e+07	19	1
97.5179	10	0	0	LastDelay	1.51786	1.51786e+06	1	1
97.5179	10	0	0	FullDelay	97.5179	9.75179e+07	19	1
97.5179	12	0	0	LastDelay	1.51786	1.51786e+06	1	1
97.5179	12	0	0	FullDelay	97.5179	9.75179e+07	19	1
97.5179	8	0	0	LastDelay	1.51786	1.51786e+06	1	1
97.5179	8	0	0	FullDelay	97.5179	9.75179e+07	19	1
97.5179	23	0	0	LastDelay	1.51786	1.51786e+06	1	1
97.5179	23	0	0	FullDelay	97.5179	9.75179e+07	19	1
97.5179	22	0	0	LastDelay	1.51786	1.51786e+06	1	1
97.5179	22	0	0	FullDelay	97.5179	9.75179e+07	19	1
97.5179	17	0	0	LastDelay	1.51786	1.51786e+06	1	1
97.5179	17	0	0	FullDelay	97.5179	9.75179e+07	19	1
97.5179	27	0	0	LastDelay	1.51786	1.51786e+06	1	1
97.5179	27	0	0	FullDelay	97.5179	9.75179e+07	19	1
98.5081	19	0	18	LastDelay	0.00805119	8051.19	1	0
98.5081	19	0	18	FullDelay	78.0081	7.80081e+07	7	0
98.5156	3	0	18	LastDelay	0.015606	15606	1	1
98.5156	3	0	18	FullDelay	78.0156	7.80156e+07	7	1
98.5211	13	0	18	LastDelay	0.0211338	21133.8	1	1
98.5211	13	0	18	FullDelay	78.0211	7.80211e+07	7	1
98.5211	24	0	18	LastDelay	0.0211338	21133.8	1	1
98.5211	24	0	18	FullDelay	78.0211	7.80211e+07	7	1
98.5211	16	0	18	LastDelay	0.0211338	21133.8	1	1
98.5211	16	0	18	FullDelay	78.0211	7.80211e+07	7	1
98.5211	7	0	18	LastDelay	0.0211338	21133.8	1	1
98.5211	7	0	18	FullDelay	78.0211	7.80211e+07	7	1
98.5211	21	0	18	LastDelay	0.0211338	21133.8	1	1
98.5211	21	0	18	FullDelay	78.0211	7.80211e+07	7	1
98.5211	15	0	18	LastDelay	0.0211338	21133.8	1	1
98.5211	15	0	18	FullDelay	78.0211	7.80211e+07	7	1
98.5211	0	0	18	LastDelay	0.0211338	21133.8	1	1
98.5211	0	0	18	FullDelay	78.0211	7.80211e+07	7	1
98.5211	2	0	18	LastDelay	0.0211338	21133.8	1	1
98.5211	2	0	18	FullDelay	78.0211	7.80211e+07	7	1
98.5211	10	0	18	LastDelay	0.0211338	21133.8	1	1
98.5211	10	0	18	FullDelay	78.0211	7.80211e+07	7	1
98.5211	12	0	18	LastDelay	0.0211338	21133.8	1	1
98.5211	12	0	18	FullDelay	78.0211	7.80211e+07	7	1
98.5211	8	0	18	LastDelay	0.0211338	21133.8	1	1
98.5211	8	0	18	FullDelay	78.0211	7.80211e+07	7	1
98.5211	23	0	18	LastDelay	0.0211338	21133.8	1	1
98.5211	23	0	18	FullDelay	78.0211	7.80211e+07	7	1
98.5211	22	0	18	LastDelay	0.0211338	21133.8	1	1
98.5211	22	0	18	FullDelay	78.0211	7.80211e+07	7	1
98.5211	17	0	18	LastDelay	0.0211339	21133.9	1	1
98.5211	17	0	18	FullDelay	78.0211	7.80211e+07	7	1
98.5211	27	0	18	LastDelay	0.021134	21134	1	1
98.5211	27	0	18	FullDelay	78.0211	7.80211e+07	7	1
99.504	19	0	20	LastDelay	0.00395981	3959.81	1	0
99.504	19	0	20	FullDelay	78.004	7.8004e+07	7	0
99.5083	3	0	20	LastDelay	0.00833539	8335.39	1	1
99.5083	3	0	20	FullDelay	78.0083	7.80083e+07	7	1
